freq,unit,age,isced11,geo\TIME_PERIOD	2007 	2008 	2009 	2010 	2011 	2012 	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 	2021 	2022 	2023 
A,NR,Y19,ED3_4,BE	674 	636 	696 	577 	527 	464 	: 	366 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,NR,Y19,ED3_4,CZ	747 	737 	620 	553 	462 	447 	374 	355 	317 	326 	317 	278 	262 	230 	226 	218 	228 
A,NR,Y19,ED3_4,DK	21 	25 	37 	30 	23 	17 	26 	26 	27 	28 	49 	41 	29 	24 	21 	: 	: 
A,NR,Y19,ED3_4,EE	79 	153 	130 	87 	88 	58 	: 	: 	50 	: 	47 	41 	32 	: 	: 	27 	33 
A,NR,Y19,ED3_4,EL	375 	431 	351 	326 	279 	271 	235 	223 	243 	244 	228 	221 	169 	198 	173 	156 	192 
A,NR,Y19,ED3_4,ES	531 	557 	519 	472 	420 	335 	310 	287 	253 	196 	204 	192 	: 	: 	: 	: 	: 
A,NR,Y19,ED3_4,FI	292 	302 	268 	271 	272 	257 	237 	262 	201 	168 	162 	134 	114 	104 	97 	108 	105 
A,NR,Y19,ED3_4,HR	660 	670 	607 	529 	459 	502 	421 	396 	384 	362 	320 	253 	251 	201 	171 	197 	152 
A,NR,Y19,ED3_4,HU	570 	563 	533 	406 	458 	424 	447 	509 	504 	543 	465 	461 	434 	473 	440 	396 	360 
A,NR,Y19,ED3_4,LV	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	109 	71 	82 	76 	75 	33 	26 
A,NR,Y19,ED3_4,ME	120 	125 	118 	66 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,NR,Y19,ED3_4,MK	260 	249 	231 	213 	204 	222 	172 	195 	197 	181 	152 	146 	141 	154 	116 	: 	: 
A,NR,Y19,ED3_4,NO	461 	142 	154 	113 	81 	74 	56 	67 	42 	53 	36 	40 	26 	23 	: 	14 	: 
A,NR,Y19,ED3_4,PL	: 	5757 	5356 	4642 	4131 	3973 	3831 	3381 	2840 	2630 	2349 	2217 	1875 	1598 	1304 	1217 	1244 
A,NR,Y19,ED3_4,PT	310 	327 	326 	286 	304 	273 	233 	202 	215 	225 	233 	249 	283 	250 	214 	265 	299 
A,NR,Y19,ED3_4,RO	2713 	2866 	2764 	2023 	1901 	1898 	1671 	1827 	2038 	2100 	2200 	2199 	2096 	2051 	2092 	1974 	1836 
A,NR,Y19,ED3_4,RS	: 	1025 	907 	870 	836 	847 	749 	716 	680 	597 	606 	511 	457 	514 	516 	569 	551 
A,NR,Y19,ED3_4,SE	357 	353 	380 	386 	335 	263 	246 	193 	169 	190 	139 	135 	126 	104 	: 	88 	119 
A,NR,Y19,ED3_4,SI	34 	19 	87 	57 	61 	: 	42 	: 	: 	34 	33 	35 	41 	37 	: 	31 	33 
A,NR,Y19,ED3_4,SK	633 	622 	564 	533 	476 	361 	396 	311 	351 	375 	344 	295 	297 	296 	280 	239 	224 
A,NR,Y19,ED3_4,SM	: 	: 	: 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,NR,Y19,ED3_4,TR	: 	: 	: 	: 	3025 	1773 	197 	22 	3891 	4040 	4584 	4761 	4574 	4165 	: 	4367 	: 
A,NR,Y19,ED3_4,XK	: 	295 	: 	: 	209 	: 	: 	: 	209 	190 	215 	206 	189 	: 	: 	: 	: 
A,NR,Y19,ED5-8,AT	7 	6 	3 	2 	2 	4 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,NR,Y19,ED5-8,AZ	: 	: 	: 	: 	: 	: 	79 	125 	148 	129 	125 	99 	80 	: 	: 	: 	: 
A,NR,Y19,ED5-8,BA	: 	: 	: 	3 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,NR,Y19,ED5-8,BE	33 	33 	25 	16 	17 	12 	: 	17 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,NR,Y19,ED5-8,CZ	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	1 
A,NR,Y19,ED5-8,DK	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 	: 
A,NR,Y19,ED5-8,EE	0 	0 	0 	0 	2 	0 	: 	: 	0 	: 	0 	0 	0 	: 	: 	1 	1 
A,NR,Y19,ED5-8,EL	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	3 	0 	0 	0 	0 	0 
A,NR,Y19,ED5-8,ES	25 	25 	28 	33 	44 	16 	30 	23 	10 	12 	5 	7 	: 	: 	: 	: 	: 
A,NR,Y19,ED5-8,FI	0 	0 	2 	0 	1 	0 	1 	1 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,Y19,ED5-8,HR	5 	3 	3 	7 	9 	7 	5 	5 	1 	6 	0 	2 	1 	1 	1 	0 	0 
A,NR,Y19,ED5-8,HU	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,Y19,ED5-8,LV	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 
A,NR,Y19,ED5-8,ME	3 	5 	3 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,NR,Y19,ED5-8,MK	3 	2 	5 	4 	5 	4 	5 	5 	1 	0 	6 	2 	2 	0 	1 	: 	: 
A,NR,Y19,ED5-8,NO	0 	0 	0 	0 	0 	0 	1 	1 	1 	0 	1 	0 	1 	0 	: 	0 	: 
A,NR,Y19,ED5-8,PL	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,Y19,ED5-8,PT	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,Y19,ED5-8,RO	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,Y19,ED5-8,RS	: 	13 	14 	14 	7 	10 	6 	4 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,Y19,ED5-8,SE	3 	3 	2 	1 	2 	4 	1 	3 	1 	1 	1 	1 	1 	1 	: 	0 	0 
A,NR,Y19,ED5-8,SI	0 	0 	0 	0 	0 	: 	0 	: 	: 	0 	0 	0 	0 	0 	: 	0 	0 
A,NR,Y19,ED5-8,SK	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,Y19,ED5-8,SM	: 	: 	: 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,NR,Y19,ED5-8,TR	: 	: 	: 	: 	6 	0 	0 	0 	63 	26 	23 	23 	12 	15 	: 	51 	: 
A,NR,Y19,ED5-8,XK	: 	0 	: 	: 	0 	: 	: 	: 	7 	7 	8 	5 	4 	: 	: 	: 	: 
A,NR,Y19,NAP,AT	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,NR,Y19,NAP,BA	: 	: 	: 	0 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,NR,Y19,NAP,BE	17 	10 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,NR,Y19,NAP,CZ	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 
A,NR,Y19,NAP,DK	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,NR,Y19,NAP,EE	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 
A,NR,Y19,NAP,EL	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 
A,NR,Y19,NAP,ES	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,NR,Y19,NAP,FI	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 
A,NR,Y19,NAP,HR	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 
A,NR,Y19,NAP,HU	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 
A,NR,Y19,NAP,LV	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 
A,NR,Y19,NAP,ME	0 	0 	0 	12 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,NR,Y19,NAP,MK	47 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,NR,Y19,NAP,NO	32 	7 	10 	10 	8 	3 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	: 
A,NR,Y19,NAP,PL	: 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 
A,NR,Y19,NAP,PT	28 	26 	28 	31 	15 	16 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 
A,NR,Y19,NAP,RO	0 	0 	0 	0 	548 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 
A,NR,Y19,NAP,RS	: 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,NR,Y19,NAP,SE	0 	3 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 
A,NR,Y19,NAP,SI	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 
A,NR,Y19,NAP,SK	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 
A,NR,Y19,NAP,SM	: 	: 	: 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,NR,Y19,NAP,TR	: 	: 	: 	: 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,NR,Y19,NAP,XK	: 	0 	: 	: 	2 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,NR,Y19,TOTAL,AL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	646 	503 	369 	339 
A,NR,Y19,TOTAL,AM	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	883 	: 	: 	: 	: 	: 
A,NR,Y19,TOTAL,AT	1291 	1260 	1212 	1204 	994 	979 	: 	: 	: 	: 	: 	: 	: 	551 	448 	449 	472 
A,NR,Y19,TOTAL,AZ	: 	: 	: 	: 	: 	: 	10042 	9888 	9316 	8807 	7149 	6751 	7159 	: 	: 	: 	: 
A,NR,Y19,TOTAL,BA	: 	: 	: 	951 	: 	703 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,NR,Y19,TOTAL,BE	1637 	1574 	1625 	1425 	1470 	1346 	: 	1027 	: 	: 	: 	: 	: 	742 	691 	695 	679 
A,NR,Y19,TOTAL,BG	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1709 	1509 	1559 	1704 
A,NR,Y19,TOTAL,BY	: 	: 	: 	: 	: 	: 	: 	: 	2039 	1822 	1604 	: 	: 	: 	: 	: 	: 
A,NR,Y19,TOTAL,CH	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	200 	150 	168 	167 
A,NR,Y19,TOTAL,CY	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	83 	74 	89 	89 
A,NR,Y19,TOTAL,CZ	1677 	1660 	1594 	1603 	1434 	1338 	1334 	1253 	1164 	1192 	1189 	1119 	1029 	974 	852 	852 	797 
A,NR,Y19,TOTAL,DE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	5838 	5245 	5213 	5095 
A,NR,Y19,TOTAL,DK	496 	531 	501 	484 	436 	404 	422 	370 	357 	357 	284 	242 	227 	177 	132 	131 	126 
A,NR,Y19,TOTAL,EA19	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	24099 	21245 	21153 	20796 
A,NR,Y19,TOTAL,EA20	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	24439 	21535 	21447 	21054 
A,NR,Y19,TOTAL,EE	517 	460 	430 	294 	248 	223 	: 	: 	158 	: 	144 	147 	123 	119 	82 	88 	92 
A,NR,Y19,TOTAL,EFTA	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	388 	347 	338 	340 
A,NR,Y19,TOTAL,EL	1291 	1413 	1310 	1213 	1026 	883 	776 	721 	763 	867 	808 	779 	794 	781 	660 	600 	619 
A,NR,Y19,TOTAL,ES	5833 	6159 	5450 	4696 	4160 	3866 	3529 	3365 	3220 	3113 	3075 	2831 	: 	2768 	2387 	2508 	2481 
A,NR,Y19,TOTAL,EU27_2020	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	38606 	34351 	33224 	32318 
A,NR,Y19,TOTAL,FI	841 	810 	813 	822 	753 	709 	673 	689 	545 	475 	418 	350 	360 	302 	282 	265 	284 
A,NR,Y19,TOTAL,FR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	6853 	6137 	6152 	5932 
A,NR,Y19,TOTAL,GE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1273 	1206 	1054 	987 
A,NR,Y19,TOTAL,HR	880 	848 	790 	720 	624 	678 	599 	554 	516 	516 	470 	414 	421 	340 	290 	294 	258 
A,NR,Y19,TOTAL,HU	2043 	2044 	1989 	1800 	1814 	1874 	1990 	2043 	2000 	2102 	1953 	1792 	1728 	1855 	1648 	1455 	1395 
A,NR,Y19,TOTAL,IE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	403 	365 	300 	295 
A,NR,Y19,TOTAL,IS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	34 	21 	26 	23 
A,NR,Y19,TOTAL,IT	4633 	4895 	4857 	4651 	4466 	4313 	3992 	3711 	3430 	3356 	3028 	3028 	: 	2402 	2036 	2002 	1991 
A,NR,Y19,TOTAL,LI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1 	1 	1 	2 
A,NR,Y19,TOTAL,LT	: 	: 	: 	: 	: 	661 	555 	471 	492 	424 	388 	337 	308 	238 	207 	193 	178 
A,NR,Y19,TOTAL,LU	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	31 	21 	24 	27 
A,NR,Y19,TOTAL,LV	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	294 	262 	252 	226 	211 	188 	172 
A,NR,Y19,TOTAL,MD	: 	: 	: 	: 	: 	: 	: 	1330 	1293 	1202 	1005 	967 	838 	781 	758 	634 p	613 
A,NR,Y19,TOTAL,ME	200 	204 	212 	170 	: 	: 	: 	: 	: 	: 	: 	: 	: 	92 	84 	83 	72 
A,NR,Y19,TOTAL,MK	677 	661 	644 	589 	547 	563 	450 	466 	428 	394 	348 	351 	358 	362 	315 	273 	221 
A,NR,Y19,TOTAL,MT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	51 	35 	46 	44 
A,NR,Y19,TOTAL,NL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	641 	546 	556 	522 
A,NR,Y19,TOTAL,NO	725 	756 	802 	720 	619 	515 	466 	427 	412 	337 	260 	239 	205 	153 	175 	143 	148 
A,NR,Y19,TOTAL,PL	: 	9877 	9399 	8406 	7421 	7256 	6771 	6077 	5578 	5337 	4817 	4426 	4015 	3453 	2853 	2480 	2242 
A,NR,Y19,TOTAL,PT	1760 	1707 	1640 	1539 	1487 	1325 	1102 	944 	895 	889 	920 	877 	919 	801 	649 	696 	719 
A,NR,Y19,TOTAL,RO	9224 	9425 	9003 	6940 	6408 	6079 	5614 	5642 	5673 	5772 	5937 	5676 	5656 	5539 	5400 	4962 	4664 
A,NR,Y19,TOTAL,RS	: 	1977 	1771 	1641 	1558 	1594 	1381 	1308 	1213 	1108 	1097 	974 	900 	950 	931 	977 	967 
A,NR,Y19,TOTAL,SE	964 	1001 	1007 	995 	973 	824 	795 	713 	619 	635 	592 	609 	528 	460 	422 	338 	336 
A,NR,Y19,TOTAL,SI	166 	133 	148 	140 	138 	: 	120 	: 	: 	91 	85 	84 	104 	93 	73 	73 	72 
A,NR,Y19,TOTAL,SK	1542 	1553 	1512 	1542 	1418 	1288 	1212 	1136 	1174 	1259 	1259 	1226 	1192 	1176 	1096 	1016 	1033 
A,NR,Y19,TOTAL,SM	: 	: 	: 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,NR,Y19,TOTAL,TR	: 	: 	: 	: 	40678 	40385 	40057 	39423 	36521 	35799 	33296 	29665 	27719 	23895 	: 	18878 	: 
A,NR,Y19,TOTAL,UA	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	5283 	: 	: 
A,NR,Y19,TOTAL,XK	: 	699 	: 	: 	589 	: 	: 	: 	405 	351 	384 	337 	302 	: 	: 	: 	: 
A,NR,Y19,UNK,AT	100 	107 	84 	134 	99 	112 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,NR,Y19,UNK,AZ	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 
A,NR,Y19,UNK,BA	: 	: 	: 	15 	: 	13 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,NR,Y19,UNK,BE	270 	267 	290 	264 	296 	294 	: 	164 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,NR,Y19,UNK,CZ	2 	9 	17 	50 	47 	57 	91 	74 	111 	165 	129 	111 	101 	106 	86 	112 	86 
A,NR,Y19,UNK,DK	17 	23 	33 	23 	28 	14 	24 	24 	45 	48 	11 	11 	6 	2 	4 	: 	: 
A,NR,Y19,UNK,EE	0 	1 	0 	0 	0 	6 	: 	: 	0 	: 	0 	0 	0 	: 	: 	0 	6 
A,NR,Y19,UNK,EL	0 	0 	0 	0 	0 	0 	82 	70 	87 	114 	123 	145 	181 	186 	126 	77 	118 
A,NR,Y19,UNK,ES	609 	449 	384 	286 	347 	638 	620 	672 	675 	1025 	1066 	1108 	: 	: 	: 	: 	: 
A,NR,Y19,UNK,FI	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	32 	39 
A,NR,Y19,UNK,HR	40 	31 	38 	33 	29 	30 	34 	28 	14 	14 	10 	34 	33 	30 	16 	14 	17 
A,NR,Y19,UNK,HU	20 	18 	23 	8 	19 	22 	14 	29 	26 	32 	49 	45 	66 	65 	76 	84 	93 
A,NR,Y19,UNK,LV	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2 	1 	1 	0 	1 	1 	6 
A,NR,Y19,UNK,ME	0 	0 	6 	58 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,NR,Y19,UNK,MK	5 	15 	7 	10 	9 	10 	4 	11 	7 	9 	3 	5 	4 	6 	14 	: 	: 
A,NR,Y19,UNK,NO	46 	27 	52 	52 	26 	38 	45 	31 	30 	18 	20 	35 	25 	15 	: 	18 	: 
A,NR,Y19,UNK,PL	: 	29 	45 	9 	13 	11 	23 	15 	17 	7 	4 	37 	76 	189 	199 	221 	202 
A,NR,Y19,UNK,PT	14 	18 	9 	31 	35 	24 	16 	11 	13 	21 	45 	48 	64 	64 	38 	35 	41 
A,NR,Y19,UNK,RO	784 	861 	718 	606 	0 	597 	871 	124 	162 	193 	225 	218 	254 	275 	214 	149 	159 
A,NR,Y19,UNK,RS	: 	11 	14 	10 	16 	13 	10 	16 	17 	15 	10 	9 	4 	3 	2 	6 	4 
A,NR,Y19,UNK,SE	124 	128 	153 	162 	155 	122 	112 	122 	99 	109 	130 	170 	146 	104 	: 	58 	50 
A,NR,Y19,UNK,SI	118 	0 	26 	0 	0 	: 	0 	: 	: 	0 	0 	0 	0 	0 	: 	0 	0 
A,NR,Y19,UNK,SK	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	8 	39 
A,NR,Y19,UNK,SM	: 	: 	: 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,NR,Y19,UNK,TR	: 	: 	: 	: 	3696 	2471 	1538 	1082 	403 	673 	622 	631 	625 	492 	: 	623 	: 
A,NR,Y19,UNK,XK	: 	40 	: 	: 	8 	: 	: 	: 	28 	11 	16 	15 	8 	: 	: 	: 	: 
A,NR,Y20,ED0-2,AT	615 	669 	588 	565 	519 	418 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,NR,Y20,ED0-2,AZ	: 	: 	: 	: 	: 	: 	267 	227 	205 	141 	84 	92 	79 	: 	: 	: 	: 
A,NR,Y20,ED0-2,BA	: 	: 	: 	297 	: 	224 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,NR,Y20,ED0-2,BE	721 	782 	732 	729 	743 	690 	: 	619 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,NR,Y20,ED0-2,CZ	856 	876 	962 	896 	953 	868 	827 	907 	733 	752 	690 	679 	729 	628 	603 	532 	519 
A,NR,Y20,ED0-2,DK	581 	654 	636 	577 	540 	478 	431 	431 	378 	388 	345 	298 	273 	222 	202 	: 	: 
A,NR,Y20,ED0-2,EE	411 	274 	252 	196 	186 	142 	: 	: 	124 	: 	79 	91 	82 	: 	: 	56 	60 
A,NR,Y20,ED0-2,EL	1193 	1223 	1167 	1194 	979 	741 	508 	459 	449 	493 	520 	484 	416 	466 	408 	367 	302 
A,NR,Y20,ED0-2,ES	5522 	6184 	5474 	5137 	4105 	3640 	3226 	2997 	2839 	2285 	2114 	1937 	: 	: 	: 	: 	: 
A,NR,Y20,ED0-2,FI	508 	553 	559 	542 	520 	521 	441 	439 	394 	338 	296 	257 	218 	240 	221 	151 	152 
A,NR,Y20,ED0-2,HR	185 	162 	143 	120 	111 	127 	133 	114 	119 	143 	117 	140 	119 	100 	113 	89 	82 
A,NR,Y20,ED0-2,HU	1336 	1367 	1292 	1249 	1314 	1372 	1339 	1484 	1378 	1400 	1316 	1361 	1167 	1129 	1158 	1055 	918 
A,NR,Y20,ED0-2,LV	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	157 	158 	155 	141 	135 	113 	114 
A,NR,Y20,ED0-2,ME	68 	98 	68 	36 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,NR,Y20,ED0-2,MK	469 	507 	449 	426 	388 	406 	381 	297 	256 	248 	241 	209 	187 	201 	200 	: 	: 
A,NR,Y20,ED0-2,NO	193 	576 	663 	621 	627 	547 	512 	440 	443 	346 	300 	228 	180 	153 	: 	138 	: 
A,NR,Y20,ED0-2,PL	: 	2965 	2918 	2770 	2367 	2228 	2012 	1994 	1801 	1786 	1861 	1712 	1593 	1328 	1187 	926 	749 
A,NR,Y20,ED0-2,PT	1564 	1581 	1492 	1381 	1192 	1092 	943 	900 	781 	752 	728 	675 	658 	564 	462 	485 	469 
A,NR,Y20,ED0-2,RO	5969 	5824 	5718 	4927 	3793 	3824 	2912 	3350 	3306 	3384 	3238 	3170 	3008 	3144 	2942 	2713 	2483 
A,NR,Y20,ED0-2,RS	: 	897 	844 	749 	683 	715 	665 	621 	514 	532 	519 	474 	432 	467 	450 	403 	383 
A,NR,Y20,ED0-2,SE	531 	544 	620 	627 	597 	591 	591 	530 	539 	474 	466 	469 	405 	360 	: 	250 	241 
A,NR,Y20,ED0-2,SI	16 	29 	72 	75 	86 	: 	90 	: 	: 	71 	79 	68 	71 	65 	: 	58 	61 
A,NR,Y20,ED0-2,SK	868 	861 	872 	874 	887 	833 	855 	783 	738 	749 	842 	797 	890 	793 	775 	691 	719 
A,NR,Y20,ED0-2,SM	: 	: 	: 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,NR,Y20,ED0-2,TR	: 	: 	: 	: 	38605 	40241 	43883 	48677 	39493 	36332 	34522 	29960 	26718 	24797 	: 	17854 	: 
A,NR,Y20,ED0-2,XK	: 	605 	: 	: 	425 	: 	: 	: 	266 	242 	175 	137 	127 	: 	: 	: 	: 
A,NR,Y20,ED3_4,AT	971 	1004 	891 	868 	813 	736 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,NR,Y20,ED3_4,AZ	: 	: 	: 	: 	: 	: 	11904 	11866 	11262 	10465 	9035 	8088 	8212 	: 	: 	: 	: 
A,NR,Y20,ED3_4,BA	: 	: 	: 	957 	: 	812 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,NR,Y20,ED3_4,BE	980 	1033 	1014 	939 	888 	810 	: 	663 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,NR,Y20,ED3_4,CZ	1278 	1384 	1204 	1158 	942 	860 	835 	793 	641 	678 	690 	607 	602 	531 	462 	471 	484 
A,NR,Y20,ED3_4,DK	113 	130 	136 	124 	104 	125 	118 	121 	128 	113 	168 	143 	111 	76 	70 	: 	: 
A,NR,Y20,ED3_4,EE	188 	305 	305 	233 	183 	175 	: 	: 	128 	: 	100 	91 	79 	: 	: 	80 	65 
A,NR,Y20,ED3_4,EL	614 	648 	719 	631 	494 	460 	377 	367 	385 	389 	355 	332 	301 	320 	311 	309 	303 
A,NR,Y20,ED3_4,ES	911 	944 	856 	749 	721 	565 	557 	492 	426 	371 	342 	327 	: 	: 	: 	: 	: 
A,NR,Y20,ED3_4,FI	639 	645 	646 	666 	659 	582 	577 	561 	508 	441 	399 	350 	304 	296 	265 	268 	232 
A,NR,Y20,ED3_4,HR	975 	995 	901 	785 	687 	721 	612 	595 	578 	542 	535 	471 	453 	358 	350 	282 	274 
A,NR,Y20,ED3_4,HU	925 	991 	878 	789 	677 	767 	762 	788 	798 	740 	768 	691 	649 	688 	660 	574 	579 
A,NR,Y20,ED3_4,LV	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	216 	123 	159 	181 	125 	116 	91 
A,NR,Y20,ED3_4,ME	181 	207 	192 	98 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,NR,Y20,ED3_4,MK	403 	373 	383 	376 	321 	341 	310 	322 	322 	300 	257 	250 	231 	226 	249 	: 	: 
A,NR,Y20,ED3_4,NO	725 	349 	357 	325 	288 	257 	229 	207 	169 	197 	173 	135 	130 	112 	: 	71 	: 
A,NR,Y20,ED3_4,PL	: 	9978 	9316 	8347 	7395 	7131 	6537 	6239 	5682 	5241 	4805 	4413 	4017 	3333 	2776 	2304 	1941 
A,NR,Y20,ED3_4,PT	534 	513 	503 	463 	459 	448 	374 	375 	360 	398 	431 	430 	449 	445 	387 	464 	518 
A,NR,Y20,ED3_4,RO	3989 	3935 	4050 	3415 	2731 	2943 	2378 	2792 	2833 	2809 	3024 	2850 	2900 	2869 	2876 	2697 	2568 
A,NR,Y20,ED3_4,RS	: 	1628 	1510 	1367 	1268 	1230 	1253 	1162 	1107 	1039 	1037 	897 	839 	825 	846 	885 	830 
A,NR,Y20,ED3_4,SE	772 	925 	940 	891 	823 	746 	622 	570 	499 	468 	417 	393 	330 	337 	: 	290 	286 
A,NR,Y20,ED3_4,SI	79 	76 	147 	148 	144 	: 	100 	: 	: 	122 	103 	107 	83 	101 	: 	68 	62 
